"NCT","Brief_Title","Year","Phase","Sponsor_Class","Registry_Source","Status","Enrollment","Modality","Radiation","Strict_GBM_Only","Pediatric_title","NCO","NCO_strict","NCO_Designation","NCO_Instruments","HRQoL","HRQoL_Designation","HRQoL_Instruments"
"NCT04195139","Nivolumab and Temozolomide Versus Temozolomide Alone in Newly Diagnosed Elderly Patients With GBM",2018,"PHASE2","Academic/Investigator-Initiated","US","ACTIVE_NOT_RECRUITING",103,"Cytotoxic Chemotherapy; Immunotherapy",0,"Yes",FALSE,0,0,"None","None",1,"Secondary","bn20; eortc; eq-5d; euroqol; qlq-bn20; qlq-c30; quality of life"
"NCT04588987","Neoadjuvant Carilizumab and Apatinib for Recurrent High-Grade Glioma",2020,"PHASE2","Academic/Investigator-Initiated","US","UNKNOWN",60,"Targeted / Small Molecule; Immunotherapy",0,"No",FALSE,0,0,"None","None",0,"None","None"
"NCT02014844","Phase 2 Study to Investigate the Efficacy and Safety of Aldoxorubicin in Subjects With Glioblastoma",2014,"PHASE2","Industry","US","COMPLETED",28,"Surgical; Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT04674527","Pilot Study of Elemene in Treating Patients With Refractory Glioblastoma",2021,"PHASE2","Academic/Investigator-Initiated","US","UNKNOWN",30,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT07195591","Beginning Radiation Immediately With GammaTile at GBM Excision Versus Standard of Care",2025,"PHASE3","Industry","US","RECRUITING",766,"Surgical; Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",1,"Secondary","fact-br; functional assessment of cancer therapy; quality of life"
"NCT01022918","Evaluation of the Irinotecan/Bevacizumab Association for Naive Unresectable Glioblastoma",2009,"PHASE2","Academic/Investigator-Initiated","US","COMPLETED",134,"Radiation; Cytotoxic Chemotherapy; Targeted / Small Molecule",1,"Yes",FALSE,0,0,"None","None",1,"Secondary","bn20; qlq-bn20; quality of life"
"NCT01236560","Vorinostat, Temozolomide, or Bevacizumab in Combination With Radiation Therapy Followed by Bevacizumab and Temozolomide in Young Patients With Newly Diagnosed High-Grade Glioma",2011,"PHASE2/PHASE3","Government/Cooperative Group","US","COMPLETED",101,"Radiation; Cytotoxic Chemotherapy; Targeted / Small Molecule",1,"No",FALSE,0,0,"None","None",0,"None","None"
"NCT05685004","Study of Neoantigen-specific Adoptive T Cell Therapy for Newly Diagnosed MGMT Negative Glioblastoma Multiforme (GBM)",2023,"PHASE2/PHASE3","Industry","US","ACTIVE_NOT_RECRUITING",120,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT00190424","Randomized Phase 2 With CpG-ODN in Malignant Glioblastoma",2005,"PHASE2","Academic/Investigator-Initiated","US","COMPLETED",80,"Immunotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT06105619","A Study of PLB1001 Enteric Capsules in the Treatment of sGBM/IDH Mutant Glioblastoma Patients With the ZM Fusion Gene (FUGEN).",2018,"PHASE2/PHASE3","Industry","US","ACTIVE_NOT_RECRUITING",84,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",1,"Secondary","bn20; eortc; qlq-bn20; qlq-c30; quality of life"
"NCT05463848","Surgical Pembro +/- Olaparib w TMZ for rGBM",2022,"PHASE2","Academic/Investigator-Initiated","US","RECRUITING",78,"Surgical; Cytotoxic Chemotherapy; Targeted / Small Molecule; Immunotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01137604","A Study in Subjects With Recurrent Malignant Glioma",2010,"PHASE2","Industry","US","COMPLETED",151,"Targeted / Small Molecule",0,"No",FALSE,0,0,"None","None",0,"None","None"
"NCT01364064","Conventional Adjuvant Temozolomide With Dose Intensive Temozolomide in Patients With Newly Diagnosed Glioblastoma",2007,"PHASE3","Academic/Investigator-Initiated","US","COMPLETED",1153,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT04536649","Proton and Heavy Ion Beam Radiation vs. Photon Beam Radiation for Newly Diagnosed Glioblastoma.",2020,"PHASE3","Academic/Investigator-Initiated","US","UNKNOWN",369,"Radiation",1,"Yes",FALSE,1,1,"Secondary","mini-mental; mmse",0,"None","None"
"NCT01609790","Bevacizumab With or Without Trebananib in Treating Patients With Recurrent Brain Tumors",2012,"PHASE2","Government/Cooperative Group","US","COMPLETED",137,"Targeted / Small Molecule",0,"No",FALSE,0,0,"None","None",0,"None","None"
"NCT02794883","Tremelimumab and Durvalumab in Combination or Alone in Treating Patients With Recurrent Malignant Glioma",2016,"PHASE2","Academic/Investigator-Initiated","US","COMPLETED",36,"Surgical; Immunotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT04933942","Phase II Trial of Romiplostim for Thrombocytopenia Induced by Lomustine at First Progression of MGMT Promoter-meth Glioblastoma",2022,"PHASE2","Government/Cooperative Group","US","WITHDRAWN",,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",1,"Secondary","eortc; health-related quality; hrqol; qlq-c30; quality of life"
"NCT06805305","DOC1021 Dendritic Cell Immunotherapy for Treatment of Newly Diagnosed Adult Glioblastoma (GBM)",2025,"PHASE2","Industry","US","RECRUITING",180,"Surgical; Radiation; Cytotoxic Chemotherapy; Immunotherapy",1,"Yes",FALSE,0,0,"None","None",1,"Exploratory","bn20; eortc; health-related quality; qlq-bn20; quality of life"
"NCT05629702","ARISTOCRAT: Blinded Trial of Temozolomide +/- Cannabinoids",2023,"PHASE2","Academic/Investigator-Initiated","US","RECRUITING",120,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",1,"Secondary","eortc; health-related quality; hrqol; qlq-c30; quality of life"
"NCT02366728","DC Migration Study for Newly-Diagnosed GBM",2015,"PHASE2","Academic/Investigator-Initiated","US","COMPLETED",64,"Cytotoxic Chemotherapy; Immunotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT04614493","Innovative SonoCloud-9 Device for Blood Brain Barrier Opening in First Line Temozolomide Glioblastoma Patients.",2021,"PHASE2","Academic/Investigator-Initiated","US","UNKNOWN",66,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,1,1,"Secondary","mini mental",1,"Secondary","bn20; eortc; quality of life"
"NCT03776071","A Trial of Enzastaurin Plus Temozolomide During and Following Radiation Therapy in Patients With Newly Diagnosed Glioblastoma With or Without the Novel Genomic Biomarker, DGM1",2020,"PHASE3","Industry","US","COMPLETED",260,"Radiation; Cytotoxic Chemotherapy; Targeted / Small Molecule",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01854554","Glioblastoma Multiforme (GBM) Proton vs. Intensity Modulated Radiotherapy (IMRT)",2013,"PHASE2","Academic/Investigator-Initiated","US","COMPLETED",90,"Radiation",1,"Yes",FALSE,1,1,"Primary","hvlt; hvlt-r; tmt",0,"None","None"
"NCT04250922","LAM561 With RT and TMZ for Adults With Glioblastoma",2019,"PHASE2/PHASE3","Industry","US","ACTIVE_NOT_RECRUITING",144,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",1,"Secondary","bn20; eortc; health-related quality; hrqol; qlq c30; qlq-bn20; qlq-c30; quality of life"
"NCT00002545","Radiation Therapy Plus Chemotherapy in Treating Patients With Supratentorial Glioblastoma Multiforme",1994,"PHASE3","Government/Cooperative Group","US","COMPLETED",200,"Surgical; Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT00562419","CT-322 in Treating Patients With Recurrent Glioblastoma Multiforme and Combination Therapy With Irinotecan",2007,"PHASE2","Industry","US","UNKNOWN",72,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT07326566","Study of Silevertinib With Temozolomide for the Treatment of Newly Diagnosed GBM With Unmethylated MGMT and EGFRvIII",2026,"PHASE2","Industry","US","RECRUITING",162,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01587144","Safety and Efficacy Study of Lucanthone When Used in Combination With Temozolomide(TMZ) and Radiation to Treat Glioblastoma Multiforme(GBM)",2012,"PHASE2","Industry","US","TERMINATED",18,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT03633552","Efficacy of Two Temozolomide Regimens in Adjuvant Treatment of Patients With Brain High Grade Glioma",2018,"PHASE3","Academic/Investigator-Initiated","US","UNKNOWN",62,"Cytotoxic Chemotherapy",0,"No",FALSE,0,0,"None","None",0,"None","None"
"NCT02330991","A Trial of One-week on/One-week Off Temozolomide Versus Continuous Dose-Intense Temozolomide in Patients With Glioblastoma Multiforme at First Relapse",2015,"PHASE2","Academic/Investigator-Initiated","US","COMPLETED",204,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT03149575","VAL-083 Phase 3 Study in Temozolomide-Avastin (Bevacizumab) Recurrent GBM",2017,"PHASE3","Industry","US","TERMINATED",2,"Radiation; Cytotoxic Chemotherapy; Targeted / Small Molecule",1,"Yes",FALSE,0,0,"None","None",1,"Secondary","anderson symptom inventory; md anderson symptom; mdasi; quality of life; symptom inventory"
"NCT05694416","Etoposide Plus Cisplatin Compared With Temozolomide in Patients With Glioblastoma",2023,"PHASE2","Academic/Investigator-Initiated","US","UNKNOWN",60,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT05439278","Conventional Versus Hypofractionated Radiotherapy With Temozolomide in Elderly Glioblastoma",2025,"PHASE3","Academic/Investigator-Initiated","US","RECRUITING",178,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",1,"Secondary","bn20; eortc; qlq-bn20; qlq-c30; quality of life"
"NCT04157478","Addition of Anlotinib Hydrochloride to the Stupp Regimen Versus the Stupp Regimen Alone for Newly Diagnosed Glioblastoma",2020,"PHASE2","Academic/Investigator-Initiated","US","UNKNOWN",464,"Radiation; Cytotoxic Chemotherapy; Targeted / Small Molecule",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT00052455","Temozolomide Compared to Procarbazine, Lomustine, and Vincristine in Treating Patients With Recurrent Malignant Glioma",2002,"PHASE3","Academic/Investigator-Initiated","US","COMPLETED",500,"Cytotoxic Chemotherapy",0,"No",FALSE,0,0,"None","None",1,"Secondary","eortc; qlq-c30; quality of life"
"NCT02926222","Regorafenib in Relapsed Glioblastoma",2015,"PHASE2","Academic/Investigator-Initiated","US","COMPLETED",119,"Cytotoxic Chemotherapy; Targeted / Small Molecule",0,"Yes",FALSE,0,0,"None","None",1,"Exploratory","eortc; quality of life"
"NCT06359379","Ropidoxuridine as a Radiosensitizer in Newly Diagnosed IDH-Wildtype Glioblastoma With Unmethylated MGMT Promoter",2024,"PHASE2","Industry","US","TERMINATED",30,"Radiation",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01068782","Multiple Doses and Regimens of Cabozantinib in Subjects With Grade IV Astrocytic Tumors in First or Second Relapse",2010,"PHASE2","Industry","US","TERMINATED",19,"Targeted / Small Molecule",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01285414","Verubulin, Radiation Therapy, and Temozolomide to Treat Patients With Newly Diagnosed Glioblastoma Multiforme",2010,"PHASE2","Industry","US","COMPLETED",5,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT06160206","Retifanlimab with Bevacizumab and Hypofractionated Radiotherapy for the Treatment of Recurrent Glioblastoma",2024,"PHASE2","Academic/Investigator-Initiated","US","RECRUITING",134,"Radiation; Targeted / Small Molecule",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01602588","A Randomised Trial Investigating the Additional Benefit of Hydroxychloroquine(HCQ)to Short Course Radiotherapy (SCRT) in Patients Aged 70 Years and Older With High Grade Gliomas (HGG)",2013,"PHASE2","Academic/Investigator-Initiated","US","COMPLETED",54,"Radiation",1,"No",FALSE,0,0,"None","None",0,"None","None"
"NCT02177578","Subventricular Zone (SVZ) and Temozolomide in Glioblastoma Multiforme",2014,"PHASE2","Academic/Investigator-Initiated","US","ACTIVE_NOT_RECRUITING",60,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,1,1,"Secondary","Domain named, tool unspecified; brief visuospatial; controlled oral word; cowat; digit span; digit symbol; hopkins verbal; trail making",1,"Secondary","quality of life"
"NCT00814593","Lymphokine-Activated Killer Cells or Gliadel Wafer in Treating Patients With Newly Diagnosed Glioblastoma Multiforme That Can Be Removed by Surgery",2008,"PHASE2","Industry","US","WITHDRAWN",,"Surgical; Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01308632","Metronomic Temozolamide in Patients With Recurrent Glioblastoma",2007,"PHASE2/PHASE3","Academic/Investigator-Initiated","US","UNKNOWN",30,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01213407","Dendritic Cell Cancer Vaccine for High-grade Glioma",2010,"PHASE2","Industry","US","COMPLETED",87,"Surgical; Radiation; Cytotoxic Chemotherapy; Immunotherapy",1,"No",FALSE,0,0,"None","None",1,"Secondary","quality of life"
"NCT04729959","Testing the Addition of the Immune Therapy Drugs, Tocilizumab and Atezolizumab, to Radiation Therapy for Recurrent Glioblastoma",2022,"PHASE2","Government/Cooperative Group","US","ACTIVE_NOT_RECRUITING",61,"Surgical; Radiation; Immunotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT07628062","Phase 2 Study of NAI, HPV Vaccine, and Nab-Paclitaxel in HPV-Positive Oropharyngeal Cancer Followed by De-Intensified Radiation Compared With Standard Chemoradiation",2026,"PHASE2","Industry","US","NOT_YET_RECRUITING",70,"Radiation; Cytotoxic Chemotherapy; Targeted / Small Molecule; Immunotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01986348","Study Evaluating the Efficacy and Safety of Selinexor (KPT-330) in Participants With Recurrent Gliomas",2014,"PHASE2","Industry","US","TERMINATED",76,"Targeted / Small Molecule",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT06749925","Clinical Trial Assessing the Efficacy and Safety of Dendritic Cell-Based Immunotherapy for Glioblastoma",2026,"PHASE3","Academic/Investigator-Initiated","US","NOT_YET_RECRUITING",186,"Immunotherapy",0,"Yes",FALSE,1,1,"Secondary","mini-mental; mmse",1,"Secondary","anderson symptom inventory; bn20; eortc; eq-5d; fact-br; functional assessment of cancer therapy; md anderson symptom; mdasi; qlq-bn20; qlq-c30; quality of life; symptom inventory"
"NCT02892708","Impact of Surgery on the Treatment of Supratentorial Malignant Gliomas in Subjects Aged 70 and Over",2008,"PHASE3","Academic/Investigator-Initiated","US","COMPLETED",107,"Surgical; Radiation",1,"No",FALSE,0,0,"None","None",0,"None","None"
"NCT04450160","Trial of AEO in New Glioblastoma (GBM)",2020,"PHASE2","Industry","US","UNKNOWN",80,"Other / Investigational",0,"Yes",FALSE,0,0,"None","None",1,"Secondary","promis"
"NCT02799238","Autologuos Lymphoid Effector Cells Specific Against Tumour (ALECSAT) as Add on to Standard of Care in Patients With Glioblastoma",2016,"PHASE2","Industry","US","COMPLETED",62,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT00980343","GDC-0449 in Treating Patients With Recurrent Glioblastoma Multiforme That Can Be Removed by Surgery",2010,"PHASE2","Government/Cooperative Group","US","COMPLETED",44,"Surgical",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT00271609","Bevacizumab for Recurrent Malignant Glioma",2005,"PHASE2","Government/Cooperative Group","US","COMPLETED",88,"Targeted / Small Molecule",0,"No",FALSE,0,0,"None","None",0,"None","None"
"NCT03014804","Autologous Dendritic Cells Pulsed With Tumor Lysate Antigen Vaccine and Nivolumab in Treating Patients With Recurrent Glioblastoma",2019,"PHASE2","Academic/Investigator-Initiated","US","WITHDRAWN",,"Immunotherapy",0,"No",FALSE,0,0,"None","None",1,"Secondary","eortc; quality of life"
"NCT03395587","Efficiency of Vaccination with Lysate-loaded Dendritic Cells in Patients with Newly Diagnosed Glioblastoma",2018,"PHASE2","Academic/Investigator-Initiated","US","ACTIVE_NOT_RECRUITING",136,"Immunotherapy",0,"Yes",FALSE,1,1,"Secondary","mmse; mmse-2",1,"Secondary","bn20; eortc; qlq-bn20; qlq-c30; quality of life"
"NCT00727506","BIBW 2992 (Afatinib) With or Without Daily Temozolomide in the Treatment of Patients With Recurrent Malignant Glioma",2008,"PHASE2","Industry","US","COMPLETED",151,"Cytotoxic Chemotherapy; Targeted / Small Molecule",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT04469699","Stereotactical Photodynamic Therapy With 5-aminolevulinic Acid (Gliolan®) in Recurrent Glioblastoma",2021,"PHASE2","Academic/Investigator-Initiated","US","TERMINATED",30,"Surgical",0,"Yes",FALSE,1,1,"Secondary","mini-mental; mmse",1,"Secondary","bn20; eortc; qlq-bn20; qlq-c30; quality of life"
"NCT00278278","Combination Chemotherapy and Radiation Therapy With or Without Methotrexate in Treating Young Patients With Newly Diagnosed Gliomas",2003,"PHASE3","Academic/Investigator-Initiated","US","UNKNOWN",150,"Radiation; Cytotoxic Chemotherapy",1,"No",FALSE,0,0,"None","None",0,"None","None"
"NCT06336291","A Study With L19TNF in Combination With Lomustine in Patients With Glioblastoma at Progression or Recurrence",2024,"PHASE2","Industry","US","ACTIVE_NOT_RECRUITING",90,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT00200161","Temozolomide & RT Followed by Dose Dense vs Temozolomide & Retinoic Acid in Pts w/Glioblastoma",2005,"PHASE2","Academic/Investigator-Initiated","US","COMPLETED",127,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT00521482","Temozolomide vs. Temozolomide and Thalidomide Treatment in Recurrent Glioblastoma",2007,"PHASE2","Academic/Investigator-Initiated","US","UNKNOWN",40,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT07365280","Neoantigen-Pulsed Autologous Dendritic Cell Vaccine Combined With Temozolomide for Newly Diagnosed Glioblastoma",2026,"PHASE2","Industry","US","NOT_YET_RECRUITING",78,"Surgical; Radiation; Cytotoxic Chemotherapy; Immunotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT05718466","Stereotactic Radiology Versus Chemotherapy for Recurrent/Progressive Glioblastoma After Second-Line Chemotherapy",2010,"PHASE3","Academic/Investigator-Initiated","US","COMPLETED",35,"Surgical; Radiation; Targeted / Small Molecule",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT04485949","A Phase 2b Clinical Study With a Combination Immunotherapy in Newly Diagnosed Patients With Glioblastoma",2023,"PHASE2","Industry","US","ACTIVE_NOT_RECRUITING",99,"Radiation; Cytotoxic Chemotherapy; Immunotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01303835","Low Dose Naltrexone for Glioma Patients",2011,"PHASE2","Academic/Investigator-Initiated","US","COMPLETED",110,"Other / Investigational",0,"No",FALSE,1,1,"Secondary","finger tapping; stroop; symbol digit",1,"Primary","fact-br; functional assessment of cancer therapy; quality of life"
"NCT00295815","Enzastaurin Versus Lomustine in Glioblastoma",2006,"PHASE3","Industry","US","COMPLETED",397,"Cytotoxic Chemotherapy; Targeted / Small Molecule",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT00943826","A Study of Bevacizumab (Avastin®) in Combination With Temozolomide and Radiotherapy in Participants With Newly Diagnosed Glioblastoma",2009,"PHASE3","Industry","US","COMPLETED",921,"Radiation; Cytotoxic Chemotherapy; Targeted / Small Molecule",1,"Yes",FALSE,0,0,"None","None",1,"Secondary","bn20; eortc; hrqol; qlq-bn20; qlq-c30; quality of life"
"NCT06477939","Study of Adding or Not Liposomal Transcrocetin (L-TC) With Concomitant HypoFractionated Radiation ThErapy and TEmozolomide in Newly Diagnosed GLioblastoma (GBM) Patients",2025,"PHASE3","Academic/Investigator-Initiated","US","NOT_YET_RECRUITING",554,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",1,"Secondary","bn20; eortc; qlq-bn20; qlq-c30; quality of life"
"NCT07708961","Temozolomide, With or Without WSD0922-FU, for the Treatment of EGFR-Mutant, IDH-Wildtype Glioblastoma",2026,"PHASE2","Academic/Investigator-Initiated","US","NOT_YET_RECRUITING",60,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01632228","A Study of Onartuzumab (MetMAb) in Combination With Bevacizumab Compared to Bevacizumab Alone or Onartuzumab Monotherapy in Participants With Recurrent Glioblastoma",2012,"PHASE2","Industry","US","COMPLETED",135,"Targeted / Small Molecule",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT03393000","Safety and Efficacy Study of Trans Sodium Crocetinate (TSC) in Newly Diagnosed Glioblastoma (GBM) Biopsy-Only Subjects",2018,"PHASE3","Industry","US","TERMINATED",19,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT04829097","Neoadjuvant Temozolomide Combined With Simultaneous IMRT for Treatment of Glioblastoma",2020,"PHASE3","Academic/Investigator-Initiated","US","UNKNOWN",80,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT00761280","Efficacy and Safety of AP 12009 in Patients With Recurrent or Refractory Anaplastic Astrocytoma or Secondary Glioblastoma",2008,"PHASE3","Industry","US","TERMINATED",27,"Cytotoxic Chemotherapy",0,"No",FALSE,0,0,"None","None",0,"None","None"
"NCT06991101","Ruxolitinib With Radiation and Temozolomide Compared to Radiation and Temozolomide for Newly Diagnosed Glioblastoma",2025,"PHASE2","Academic/Investigator-Initiated","US","RECRUITING",190,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT06835803","Enhanced Local Intensified Radiation Therapy in Elderly Glioblastoma: A Phase 2 Hybrid Randomized Trial",2025,"PHASE2","Academic/Investigator-Initiated","US","RECRUITING",56,"Radiation",1,"Yes",FALSE,0,0,"None","None",1,"Secondary","bn20; eortc; health-related quality; qlq-bn20; qlq-c30; quality of life"
"NCT02685605","Intraoperative Radiotherapy in Newly Diagnosed Glioblastoma Multiforme",2016,"PHASE3","Academic/Investigator-Initiated","US","ACTIVE_NOT_RECRUITING",314,"Surgical; Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",1,"Secondary","bn20; eortc; qlq c30; quality of life"
"NCT00813943","Cilengitide, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma and Unmethylated Gene Promoter Status",2009,"PHASE2","Industry","US","COMPLETED",265,"Radiation; Cytotoxic Chemotherapy; Targeted / Small Molecule",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01450449","Short Course vs. Standard Course Radiotherapy in Elderly and/or Frail Patients With Glioblastoma Multiforme",2009,"PHASE3","Government/Cooperative Group","US","COMPLETED",115,"Radiation",1,"Yes",FALSE,0,0,"None","None",1,"Secondary","quality of life"
"NCT07605364","Testing the Addition of an Anti-Cancer Drug, Mycophenolate Mofetil, to the Usual Treatment (Radiation Therapy and Temozolomide) for Advanced Brain Cancer",2026,"PHASE2/PHASE3","Academic/Investigator-Initiated","US","NOT_YET_RECRUITING",422,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01464177","Hypofractionated Stereotactic Radiotherapy in Recurrent Glioblastoma Multiforme",2011,"PHASE2","Academic/Investigator-Initiated","US","COMPLETED",40,"Radiation",1,"Yes",FALSE,0,0,"None","None",1,"Secondary","quality of life"
"NCT03291977","Interest of Fluorescein in Fluorescence-guided Resection of Gliomas (FLEGME)",2017,"PHASE3","Academic/Investigator-Initiated","US","COMPLETED",51,"Surgical",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT00345163","A Study to Evaluate Bevacizumab Alone or in Combination With Irinotecan for Treatment of Glioblastoma Multiforme (BRAIN)",2006,"PHASE2","Industry","US","COMPLETED",167,"Cytotoxic Chemotherapy; Targeted / Small Molecule",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01830101","A Phase III Study of Re-Irradiation in Recurrent Glioblastoma",2014,"PHASE3","Academic/Investigator-Initiated","US","WITHDRAWN",,"Radiation; Cytotoxic Chemotherapy",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT00003916","Standard Radiation Therapy With or Without Stereotactic Radiation Therapy in Treating Patients With Glioma",1999,"PHASE3","Government/Cooperative Group","US","COMPLETED",25,"Surgical; Radiation",1,"No",FALSE,0,0,"None","None",0,"None","None"
"NCT02394626","Surgery for Recurrent Glioblastoma",2015,"PHASE2","Academic/Investigator-Initiated","US","RECRUITING",120,"Surgical",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT05271240","Repeated Superselective Intraarterial Cerebral Infusion (SIACI) of Bevacizumab With Temozolomide and Radiation Compared to Temozolomide and Radiation Alone in Newly Diagnosed GBM",2022,"PHASE3","Academic/Investigator-Initiated","US","RECRUITING",432,"Radiation; Cytotoxic Chemotherapy; Targeted / Small Molecule",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT07138001","Phase 2 Clinical Trial of KH617",2025,"PHASE2","Industry","US","NOT_YET_RECRUITING",60,"Cytotoxic Chemotherapy",0,"Yes",FALSE,0,0,"None","None",1,"Secondary","bn20; eortc; qlq-bn20"
"NCT05611645","Low-dose Bevacizumab With HSRT vs BVZ Alone for GBM at First Recurrence",2022,"PHASE2","Academic/Investigator-Initiated","US","UNKNOWN",42,"Radiation; Targeted / Small Molecule",1,"Yes",FALSE,1,1,"Secondary","mini-mental; mmse",1,"Secondary","eortc; qlq-c30; quality of life"
"NCT06325683","Anti-Lag-3 (Relatlimab) and Anti-PD-1 Blockade (Nivolumab) Versus Standard of Care (Lomustine) for the Treatment of Patients With Recurrent Glioblastoma",2024,"PHASE2","Government/Cooperative Group","US","SUSPENDED",184,"Surgical; Cytotoxic Chemotherapy; Immunotherapy",0,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT03746288","To Evaluate the Efficacy and Safety of CAN008 Combined With Re-irradiation (rRT) for Treating Patients With Recurrent Glioblastoma (GBM)",2018,"PHASE2","Industry","US","UNKNOWN",60,"Radiation",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT01044225","Effect of Radiation Therapy Plus Temozolomide Combined With Cilengitide or Cetuximab on the 1-year Overall Survival of Patients With Newly Diagnosed MGMT-promoter Unmethylated Glioblastoma",2009,"PHASE2","Academic/Investigator-Initiated","US","TERMINATED",12,"Radiation; Cytotoxic Chemotherapy; Targeted / Small Molecule",1,"Yes",FALSE,0,0,"None","None",0,"None","None"
"NCT00078988","High-Dose Chemotherapy Plus Autologous Stem Cell Transplantation Compared With Intermediate-Dose Chemotherapy Plus Autologous Stem Cell Transplantation With or Without Isotretinoin in Treating Young Patients With Recurrent High-Grade Gliomas",2004,"PHASE3","Government/Cooperative Group","US","COMPLETED",1,"Cytotoxic Chemotherapy",0,"No",FALSE,0,0,"None","None",0,"None","None"
